city,pickup_cluster,service_detail_id,week_period,time_period,demand,supply,mismatch_qr_level,fe_count,rr_count,net_count,fe_count_med,rr_count_med,net_count_med,mismtach_pred_tp,excess_supply_ratio,is_excess_supply,unique_name,dashboard validation,Note
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Friday,morning_peak,58,34.5,3.5,1090,231,173,299,57,44,23.5,0.594827586,no,Santosh Nagar West_Friday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Monday,afternoon,72,24,5.5,2975,405,293,597,81,58,48,0.333333333,no,Santosh Nagar West_Monday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Monday,evening_peak,67,59,1.5,4097,350,219,755,67,43,8,0.880597015,no,Santosh Nagar West_Monday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Monday,morning_peak,60.5,28.5,3.25,1580,282,171,361.5,64,42,32,0.47107438,no,Santosh Nagar West_Monday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Saturday,afternoon,70,58,2.5,3093,366,278,635,67,53,12,0.828571429,no,Santosh Nagar West_Saturday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Saturday,evening_peak,77,67,2,4343,375,264,919,72,50,10,0.87012987,no,Santosh Nagar West_Saturday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Saturday,morning_peak,53.5,41.5,1.75,1215,229,161,295,55,39,12,0.775700935,no,Santosh Nagar West_Saturday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Sunday,afternoon,61,68,-0.5,2704,280,202,571,58,42,-7,1.114754098,yes,Santosh Nagar West_Sunday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Sunday,evening_peak,63,50,2,3883,325,191,708,68,37,13,0.793650794,no,Santosh Nagar West_Sunday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Sunday,morning_peak,43.5,33,1,814,183,135,198,48.5,33.5,10.5,0.75862069,no,Santosh Nagar West_Sunday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Thursday,afternoon,69,25,5,3624,354,202,626,71,42,44,0.362318841,no,Santosh Nagar West_Thursday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Thursday,evening_peak,74,43,4,4530,399,143,936,79,27,31,0.581081081,no,Santosh Nagar West_Thursday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Thursday,morning_peak,74.5,28,5.75,2607,357,146,619,82.5,34.5,46.5,0.375838926,no,Santosh Nagar West_Thursday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Tuesday,afternoon,90,21,7,4595,500,186,860,96,40,69,0.233333333,no,Santosh Nagar West_Tuesday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Tuesday,evening_peak,70,53,2,4548,371,182,839,72,38,17,0.757142857,no,Santosh Nagar West_Tuesday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Tuesday,morning_peak,90.5,27.5,6.5,2531,480,153,569.5,107,36,63,0.303867403,no,Santosh Nagar West_Tuesday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Wednesday,afternoon,81,23,6.5,3791,434,237,770,89,48,58,0.283950617,no,Santosh Nagar West_Wednesday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Wednesday,evening_peak,79,47,3.5,4147,437,170,798,91,30,32,0.594936709,no,Santosh Nagar West_Wednesday,,
Hyderabad,Santosh Nagar West,574013f14fdf4798208bba26,Wednesday,morning_peak,76.5,40,4,1829,360,177,459,78,43.5,36.5,0.522875817,no,Santosh Nagar West_Wednesday,,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Friday,afternoon,266,354,-9,6843,1329,1044,1378,271,208,-88,1.330827068,yes,Saroor Nagar_Friday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Friday,evening_peak,252,362,-14,6947,1260,902,1433,251,178,-110,1.436507937,yes,Saroor Nagar_Friday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Friday,morning_peak,275.5,372,-12.25,5025,1135,894,1315.5,282,222,-96.5,1.350272232,yes,Saroor Nagar_Friday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Monday,afternoon,281,347,-8.5,8050,1366,1051,1622,282,213,-66,1.234875445,yes,Saroor Nagar_Monday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Monday,evening_peak,291,343,-9,7289,1334,972,1477,293,214,-52,1.178694158,yes,Saroor Nagar_Monday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Monday,morning_peak,332.5,318.5,2.25,5816,1349,1030,1488.5,346,253,14,0.957894737,no,Saroor Nagar_Monday,no,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Saturday,afternoon,276,436,-21.5,8385,1381,1057,1710,276,211,-160,1.579710145,yes,Saroor Nagar_Saturday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Saturday,evening_peak,326,413,-11.5,8632,1465,1116,1882,320,239,-87,1.266871166,yes,Saroor Nagar_Saturday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Saturday,morning_peak,306.5,456,-15.75,4977,1178,969,1263,304.5,254.5,-149.5,1.48776509,yes,Saroor Nagar_Saturday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Sunday,afternoon,227,364,-19,8449,1162,869,1716,239,176,-137,1.603524229,yes,Saroor Nagar_Sunday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Sunday,evening_peak,271,261,-0.5,9307,1373,861,1862,280,167,10,0.963099631,no,Saroor Nagar_Sunday,no,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Sunday,morning_peak,192.5,372,-25.75,4375,794,633,1111,198,151.5,-179.5,1.932467532,yes,Saroor Nagar_Sunday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Thursday,afternoon,236,338,-10.5,9086,1172,742,1686,231,157,-102,1.43220339,yes,Saroor Nagar_Thursday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Thursday,evening_peak,243,244,4,10199,1304,610,2345,275,121,-1,1.004115226,yes,Saroor Nagar_Thursday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Thursday,morning_peak,351.5,287,6,9612,1481,735,2415,362.5,183.5,64.5,0.816500711,no,Saroor Nagar_Thursday,no,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Tuesday,afternoon,249,249,3.5,9628,1280,766,1892,246,159,0,1,no,Saroor Nagar_Tuesday,no,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Tuesday,evening_peak,244,294,-4,8150,1365,802,1539,245,153,-50,1.204918033,yes,Saroor Nagar_Tuesday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Tuesday,morning_peak,411,306,10.25,8532,1793,931,2049,445,235,105,0.744525547,no,Saroor Nagar_Tuesday,no,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Wednesday,afternoon,252,291,-3,9584,1303,822,1839,264,172,-39,1.154761905,yes,Saroor Nagar_Wednesday,yes,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Wednesday,evening_peak,278,227,6,9282,1451,756,1955,288,159,51,0.816546763,no,Saroor Nagar_Wednesday,no,
Hyderabad,Saroor Nagar,574013f14fdf4798208bba26,Wednesday,morning_peak,388,367.5,-0.5,5934,1524,1074,1476.5,364,274,20.5,0.947164948,no,Saroor Nagar_Wednesday,no,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Friday,afternoon,25,52,-3.5,561,134,118,115,27,23,-27,2.08,yes,Saroor Nagar Lake Park_Friday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Friday,evening_peak,23,31,-1,606,128,88,112,25,18,-8,1.347826087,yes,Saroor Nagar Lake Park_Friday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Friday,morning_peak,32.5,48.5,-2,507,134,110,124,31.5,26,-16,1.492307692,yes,Saroor Nagar Lake Park_Friday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Monday,afternoon,31,38,-1.5,741,141,114,139,27,20,-7,1.225806452,yes,Saroor Nagar Lake Park_Monday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Monday,evening_peak,29,40,-2,838,140,103,174,30,19,-11,1.379310345,yes,Saroor Nagar Lake Park_Monday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Monday,morning_peak,35.5,46.5,-0.75,532,154,127,138,36.5,31.5,-11,1.309859155,yes,Saroor Nagar Lake Park_Monday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Saturday,afternoon,29,53,-2.5,712,161,131,139,30,25,-24,1.827586207,yes,Saroor Nagar Lake Park_Saturday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Saturday,evening_peak,35,42,-1.5,1052,169,123,209,37,26,-7,1.2,yes,Saroor Nagar Lake Park_Saturday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Saturday,morning_peak,28.5,65,-4,607,131,108,124.5,34.5,27.5,-36.5,2.280701754,yes,Saroor Nagar Lake Park_Saturday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Sunday,afternoon,22,47,-2.5,814,126,102,172,26,20,-25,2.136363636,yes,Saroor Nagar Lake Park_Sunday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Sunday,evening_peak,33,32,0,1263,163,109,259,35,22,1,0.96969697,no,Saroor Nagar Lake Park_Sunday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Sunday,morning_peak,27.5,57.5,-3.5,424,108,94,106,28.5,24,-30,2.090909091,yes,Saroor Nagar Lake Park_Sunday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Thursday,afternoon,24,32,-1,730,115,83,145,24,18,-8,1.333333333,yes,Saroor Nagar Lake Park_Thursday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Thursday,evening_peak,32,24,1,1083,170,77,215,38,17,8,0.75,no,Saroor Nagar Lake Park_Thursday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Thursday,morning_peak,38.5,43,0,1238,170,97,307.5,37.5,25,-4.5,1.116883117,yes,Saroor Nagar Lake Park_Thursday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Tuesday,afternoon,26,28,-1,728,125,84,146,25,18,-2,1.076923077,yes,Saroor Nagar Lake Park_Tuesday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Tuesday,evening_peak,20,30,-1,615,118,76,123,23,17,-10,1.5,yes,Saroor Nagar Lake Park_Tuesday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Tuesday,morning_peak,48,42.5,0.5,881,203,121,224,49,29.5,5.5,0.885416667,no,Saroor Nagar Lake Park_Tuesday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Wednesday,afternoon,29,30,-1,806,143,91,152,33,19,-1,1.034482759,yes,Saroor Nagar Lake Park_Wednesday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Wednesday,evening_peak,28,26,0,853,133,72,197,30,17,2,0.928571429,no,Saroor Nagar Lake Park_Wednesday,,
Hyderabad,Saroor Nagar Lake Park,574013f14fdf4798208bba26,Wednesday,morning_peak,38.5,47,-0.75,610,157,125,159.5,40,31.5,-8.5,1.220779221,yes,Saroor Nagar Lake Park_Wednesday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Friday,afternoon,175,102,8.5,5490,975,647,975,181,125,73,0.582857143,no,Secunderabad_Friday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Friday,evening_peak,201,102,12.5,6351,1062,649,1267,218,129,99,0.507462687,no,Secunderabad_Friday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Friday,morning_peak,176,129,6.75,5494,742,515,1396.5,185.5,130,47,0.732954545,no,Secunderabad_Friday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Monday,afternoon,208,81,14.5,6413,1041,685,1218,200,140,127,0.389423077,no,Secunderabad_Monday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Monday,evening_peak,184,78,13.5,7723,1062,626,1528,217,126,106,0.423913043,no,Secunderabad_Monday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Monday,morning_peak,275,87.5,20.75,8208,1200,658,2244,309.5,164.5,187.5,0.318181818,no,Secunderabad_Monday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Saturday,afternoon,234,135,9,7570,1066,711,1413,198,138,99,0.576923077,no,Secunderabad_Saturday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Saturday,evening_peak,231,104,16,8963,1207,737,1618,231,160,127,0.45021645,no,Secunderabad_Saturday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Saturday,morning_peak,184.5,164.5,3,4760,791,605,1178.5,189.5,150.5,20,0.891598916,no,Secunderabad_Saturday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Sunday,afternoon,192,88,9,7731,931,616,1520,176,123,104,0.458333333,no,Secunderabad_Sunday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Sunday,evening_peak,163,61,10.5,6787,906,501,1266,175,105,102,0.374233129,no,Secunderabad_Sunday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Sunday,morning_peak,165.5,98.5,8,5781,685,496,1386,168,119,67,0.595166163,no,Secunderabad_Sunday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Thursday,afternoon,185,69,14.5,7350,895,488,1470,157,92,116,0.372972973,no,Secunderabad_Thursday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Thursday,evening_peak,187,63,15.5,9194,1186,475,1919,234,97,124,0.336898396,no,Secunderabad_Thursday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Thursday,morning_peak,210.5,96.5,15.25,9078,926,426,2304,236.5,107,114,0.458432304,no,Secunderabad_Thursday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Tuesday,afternoon,199,63,17.5,7486,1171,504,1519,202,99,136,0.316582915,no,Secunderabad_Tuesday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Tuesday,evening_peak,264,72,25,8488,1332,504,1804,283,108,192,0.272727273,no,Secunderabad_Tuesday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Tuesday,morning_peak,281.5,85.5,27.25,9198,1365,520,2500,360.5,130,196,0.303730018,no,Secunderabad_Tuesday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Wednesday,afternoon,204,67,17.5,8223,1043,505,1718,223,101,137,0.328431373,no,Secunderabad_Wednesday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Wednesday,evening_peak,240,67,23.5,9332,1380,470,1915,296,91,173,0.279166667,no,Secunderabad_Wednesday,,
Hyderabad,Secunderabad,574013f14fdf4798208bba26,Wednesday,morning_peak,270.5,112,21.5,7338,1082,657,1919.5,276,162,158.5,0.414048059,no,Secunderabad_Wednesday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Friday,afternoon,44,34,1.5,1044,236,177,206,48,34,10,0.772727273,no,Secunderabad 2_Friday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Friday,evening_peak,41,37,0,1173,214,153,242,42,32,4,0.902439024,no,Secunderabad 2_Friday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Friday,morning_peak,53,22,3.75,1219,242,146,254,53,36.5,31,0.41509434,no,Secunderabad 2_Friday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Monday,afternoon,49,24,3,1184,228,173,246,44,35,25,0.489795918,no,Secunderabad 2_Monday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Monday,evening_peak,55,33,2.5,1501,272,188,320,60,37,22,0.6,no,Secunderabad 2_Monday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Monday,morning_peak,65.5,17.5,6,1309,306,166,305.5,76.5,42.5,48,0.267175573,no,Secunderabad 2_Monday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Saturday,afternoon,38,134,-11.5,1195,224,174,236,47,35,-96,3.526315789,yes,Secunderabad 2_Saturday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Saturday,evening_peak,64,40,2.5,1649,294,209,364,62,43,24,0.625,no,Secunderabad 2_Saturday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Saturday,morning_peak,52,33,2,854,200,157,225,54,41.5,19,0.634615385,no,Secunderabad 2_Saturday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Sunday,afternoon,39,27,1,1661,201,142,331,34,25,12,0.692307692,no,Secunderabad 2_Sunday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Sunday,evening_peak,40,24,2,1305,206,130,255,44,29,16,0.6,no,Secunderabad 2_Sunday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Sunday,morning_peak,38,22,2,878,141,110,201.5,36.5,29,16,0.578947368,no,Secunderabad 2_Sunday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Thursday,afternoon,38,21,3,1401,194,107,287,36,21,17,0.552631579,no,Secunderabad 2_Thursday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Thursday,evening_peak,40,24,2,2199,256,103,421,44,18,16,0.6,no,Secunderabad 2_Thursday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Thursday,morning_peak,50.5,17,5,1745,264,111,451.5,66.5,26,33.5,0.336633663,no,Secunderabad 2_Thursday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Tuesday,afternoon,45,20,3,1601,281,136,318,59,27,25,0.444444444,no,Secunderabad 2_Tuesday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Tuesday,evening_peak,55,29,2.5,1604,291,137,372,65,30,26,0.527272727,no,Secunderabad 2_Tuesday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Tuesday,morning_peak,84.5,16,8.75,1971,410,112,489.5,97.5,30,68.5,0.189349112,no,Secunderabad 2_Tuesday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Wednesday,afternoon,44,21,3,1711,260,116,328,50,24,23,0.477272727,no,Secunderabad 2_Wednesday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Wednesday,evening_peak,58,20,5,1892,279,145,411,58,26,38,0.344827586,no,Secunderabad 2_Wednesday,,
Hyderabad,Secunderabad 2,574013f14fdf4798208bba26,Wednesday,morning_peak,63,20.5,5,1364,269,155,357,71.5,40.5,42.5,0.325396825,no,Secunderabad 2_Wednesday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Friday,afternoon,105,65,3.5,2265,525,388,450,104,79,40,0.619047619,no,Secunderabad East_Friday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Friday,evening_peak,112,64,6.5,2430,601,423,497,114,79,48,0.571428571,no,Secunderabad East_Friday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Friday,morning_peak,73,47,3.25,1875,350,242,468,85,59,26,0.643835616,no,Secunderabad East_Friday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Monday,afternoon,105,44,6.5,2607,477,381,488,96,69,61,0.419047619,no,Secunderabad East_Monday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Monday,evening_peak,135,57,9.5,3092,666,446,583,139,92,78,0.422222222,no,Secunderabad East_Monday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Monday,morning_peak,96,38.5,7.25,2365,465,289,578.5,112,75.5,57.5,0.401041667,no,Secunderabad East_Monday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Saturday,afternoon,106,73,2.5,2764,547,439,526,109,86,33,0.688679245,no,Secunderabad East_Saturday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Saturday,evening_peak,137,66,7.5,3504,621,424,685,117,83,71,0.481751825,no,Secunderabad East_Saturday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Saturday,morning_peak,75.5,71,0.25,1580,304,228,420,78,59,4.5,0.940397351,no,Secunderabad East_Saturday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Sunday,afternoon,88,61,2.5,2807,445,341,574,75,58,27,0.693181818,no,Secunderabad East_Sunday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Sunday,evening_peak,101,45,7,2706,489,315,546,101,63,56,0.445544554,no,Secunderabad East_Sunday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Sunday,morning_peak,77.5,45,3.5,2067,356,260,492,81,59,32.5,0.580645161,no,Secunderabad East_Sunday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Thursday,afternoon,82,35,4.5,3053,441,265,587,82,52,47,0.426829268,no,Secunderabad East_Thursday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Thursday,evening_peak,111,41,9,3581,598,283,800,131,61,70,0.369369369,no,Secunderabad East_Thursday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Thursday,morning_peak,79,39.5,4.5,2480,362,191,603,92.5,50,39.5,0.5,no,Secunderabad East_Thursday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Tuesday,afternoon,107,36,7.5,3266,608,343,682,111,76,71,0.336448598,no,Secunderabad East_Tuesday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Tuesday,evening_peak,130,38,11,3495,719,369,730,168,73,92,0.292307692,no,Secunderabad East_Tuesday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Tuesday,morning_peak,125,42,10.5,2732,589,242,702,146,62.5,83,0.336,no,Secunderabad East_Tuesday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Wednesday,afternoon,102,32,7.5,3689,572,282,662,107,60,70,0.31372549,no,Secunderabad East_Wednesday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Wednesday,evening_peak,149,35,15.5,4251,879,341,879,172,63,114,0.234899329,no,Secunderabad East_Wednesday,,
Hyderabad,Secunderabad East,574013f14fdf4798208bba26,Wednesday,morning_peak,101,43,9,2174,459,299,562,113,77.5,58,0.425742574,no,Secunderabad East_Wednesday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Friday,afternoon,33,13,2.5,954,177,112,160,35,23,20,0.393939394,no,Shah Gunj_Friday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Friday,evening_peak,25,14,1,1170,110,70,233,23,13,11,0.56,no,Shah Gunj_Friday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Friday,morning_peak,32.5,12.5,2.25,478,133,87,129.5,36.5,22.5,20,0.384615385,no,Shah Gunj_Friday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Monday,afternoon,38,13,3,1091,171,108,225,36,23,25,0.342105263,no,Shah Gunj_Monday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Monday,evening_peak,24,14,0.5,1346,141,71,244,22,14,10,0.583333333,no,Shah Gunj_Monday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Monday,morning_peak,31,10.5,2.75,685,159,78,163.5,38.5,19.5,20.5,0.338709677,no,Shah Gunj_Monday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Saturday,afternoon,27,18,1,1257,158,103,229,31,18,9,0.666666667,no,Shah Gunj_Saturday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Saturday,evening_peak,36,17,2,1680,187,93,336,38,19,19,0.472222222,no,Shah Gunj_Saturday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Saturday,morning_peak,25,15.5,1,434,115,85,104.5,28.5,22.5,9.5,0.62,no,Shah Gunj_Saturday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Sunday,afternoon,25,15,2,854,131,80,165,28,17,10,0.6,no,Shah Gunj_Sunday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Sunday,evening_peak,23,12,2,1283,128,73,248,25,15,11,0.52173913,no,Shah Gunj_Sunday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Sunday,morning_peak,9,8,0,241,58,47,47.5,12,11.5,1,0.888888889,no,Shah Gunj_Sunday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Thursday,afternoon,38,11,3,1237,203,93,271,43,17,27,0.289473684,no,Shah Gunj_Thursday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Thursday,evening_peak,36,14,2.5,1658,226,59,335,44,11,22,0.388888889,no,Shah Gunj_Thursday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Thursday,morning_peak,30.5,10.5,1.75,1015,131,54,259,33,14,20,0.344262295,no,Shah Gunj_Thursday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Tuesday,afternoon,40,12,3,1765,205,80,340,42,13,28,0.3,no,Shah Gunj_Tuesday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Tuesday,evening_peak,30,12,2.5,1699,175,70,283,38,13,18,0.4,no,Shah Gunj_Tuesday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Tuesday,morning_peak,34.5,12,3,1354,252,67,338.5,57.5,17,22.5,0.347826087,no,Shah Gunj_Tuesday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Wednesday,afternoon,39,13,3.5,1309,196,81,238,40,16,26,0.333333333,no,Shah Gunj_Wednesday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Wednesday,evening_peak,36,10,3,1427,181,73,302,34,14,26,0.277777778,no,Shah Gunj_Wednesday,,
Hyderabad,Shah Gunj,574013f14fdf4798208bba26,Wednesday,morning_peak,38,13,2.25,749,180,88,199,35,24.5,25,0.342105263,no,Shah Gunj_Wednesday,,
Hyderabad,Shamirpet,574013f14fdf4798208bba26,Friday,afternoon,39,79,-4.5,2199,311,143,436,62,29,-40,2.025641026,yes,Shamirpet_Friday,,
Hyderabad,Shamirpet,574013f14fdf4798208bba26,Friday,evening_peak,41,60,-2,2158,247,107,504,48,21,-19,1.463414634,yes,Shamirpet_Friday,,
Hyderabad,Shamirpet,574013f14fdf4798208bba26,Friday,morning_peak,27.5,45,-2.5,1709,171,78,448,35,21,-17.5,1.636363636,yes,Shamirpet_Friday,,
Hyderabad,Shamirpet,574013f14fdf4798208bba26,Monday,afternoon,54,88,-4,2323,348,199,460,70,38,-34,1.62962963,yes,Shamirpet_Monday,,
Hyderabad,Shamirpet,574013f14fdf4798208bba26,Monday,evening_peak,51,79,-3,1892,278,155,342,57,33,-28,1.549019608,yes,Shamirpet_Monday,,
Hyderabad,Shamirpet,574013f14fdf4798208bba26,Monday,morning_peak,51,59.5,-1.25,1832,252,148,453,63,34.5,-8.5,1.166666667,yes,Shamirpet_Monday,,
Hyderabad,Shamirpet,574013f14fdf4798208bba26,Saturday,afternoon,52,123,-8.5,2721,314,171,559,63,32,-71,2.365384615,yes,Shamirpet_Saturday,,
Hyderabad,Shamirpet,574013f14fdf4798208bba26,Saturday,evening_peak,67,87,-1,2833,398,174,658,85,33,-20,1.298507463,yes,Shamirpet_Saturday,,
