city,pickup_cluster,pickup_hex_8,usecase_tag,fe_count,requested_orders,net_orders,high_income_%,high_income_thrshld,affluence_hi_tag,fe_bucket,flag_2
Bangalore,Bannerghatta Zoo,886014c93bfffff,,28,3,0,9.0,32.0,Less,0-60,Less fe
Bangalore,Jigani,886014c939fffff,,275,37,2,34.0,32.0,High,61-450,Less fe
Bangalore,Bannerghatta,886014c937fffff,,17,2,1,17.0,32.0,Less,0-60,Less fe
Bangalore,Bannerghatta,886014c933fffff,,113,11,10,6.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c931fffff,,211,23,2,45.0,32.0,High,61-450,Less fe
Bangalore,Jigani,886014c92dfffff,,53,14,4,20.0,32.0,Less,0-60,Less fe
Bangalore,Jigani,886014c92bfffff,,32,18,2,33.0,32.0,High,0-60,Less fe
Bangalore,Jigani,886014c929fffff,,28,3,1,25.0,32.0,Less,0-60,Less fe
Bangalore,Jigani,886014c927fffff,,109,7,2,46.0,32.0,High,61-450,Less fe
Bangalore,Jigani,886014c925fffff,,70,15,5,24.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c923fffff,,329,41,9,36.0,32.0,High,61-450,Less fe
Bangalore,Jigani,886014c921fffff,,14,4,1,20.0,32.0,Less,0-60,Less fe
Bangalore,Bannerghatta Zoo,886014c91dfffff,,30,4,1,44.0,32.0,High,0-60,Less fe
Bangalore,Bannerghatta Zoo,886014c91bfffff,,12,1,0,20.0,32.0,Less,0-60,Less fe
Bangalore,Bannerghatta Zoo,886014c919fffff,,7,1,0,0.0,32.0,Less,0-60,Less fe
Bangalore,Bannerghatta Zoo,886014c917fffff,,18,2,0,25.0,32.0,Less,0-60,Less fe
Bangalore,Bannerghatta Zoo,886014c915fffff,,173,11,1,30.0,32.0,Less,61-450,Less fe
Bangalore,Bannerghatta Zoo,886014c911fffff,,12,3,1,0.0,32.0,Less,0-60,Less fe
Bangalore,Jigani,886014c90dfffff,,760,133,45,21.0,32.0,Less,451-3500,Less fe
Bangalore,Jigani,886014c90bfffff,,35,5,0,18.0,32.0,Less,0-60,Less fe
Bangalore,Jigani,886014c909fffff,,280,41,18,19.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c907fffff,,372,99,41,38.0,32.0,High,61-450,Less fe
Bangalore,Jigani,886014c905fffff,,124,26,9,24.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c903fffff,,256,59,10,27.0,32.0,Less,61-450,Less fe
Bangalore,Jigani,886014c901fffff,,249,59,23,27.0,32.0,Less,61-450,Less fe
Bangalore,R T Nagar,8860145b6dfffff,residential,6497,1196,517,41.0,32.0,High,3500+,High fe
Bangalore,ShivajiNagar - Bangalore,8860145b6bfffff,leisure,19796,2593,995,38.0,32.0,High,3500+,High fe
Bangalore,Train - Cantonment,8860145b69fffff,transit_station,16163,2553,1021,33.0,32.0,High,3500+,High fe
Bangalore,R T Nagar,8860145b67fffff,leisure,3961,672,265,31.0,32.0,Less,3500+,High fe
Bangalore,R T Nagar,8860145b65fffff,residential,6556,1076,452,38.0,32.0,High,3500+,High fe
Bangalore,R T Nagar,8860145b63fffff,leisure,5330,752,242,34.0,32.0,High,3500+,High fe
Bangalore,R T Nagar,8860145b61fffff,leisure,3567,579,244,37.0,32.0,High,3500+,Less fe
Bangalore,Majestic,8860145b5dfffff,household_needs,22770,3901,1370,38.0,32.0,High,3500+,High fe
Bangalore,Majestic,8860145b5bfffff,residential,5056,735,278,33.0,32.0,High,3500+,High fe
Bangalore,Majestic,8860145b59fffff,educational,15804,2255,681,32.0,32.0,Less,3500+,High fe
Bangalore,Majestic,8860145b57fffff,transit_station,13154,1327,434,37.0,32.0,High,3500+,High fe
Bangalore,Majestic,8860145b55fffff,transit_station,73331,10467,3618,31.0,32.0,Less,3500+,High fe
Bangalore,Majestic,8860145b53fffff,residential,3384,499,192,32.0,32.0,Less,451-3500,Less fe
Bangalore,Majestic,8860145b51fffff,residential,11177,1904,747,31.0,32.0,Less,3500+,High fe
Bangalore,Sampagni Rama Nagar,8860145b4dfffff,leisure,22595,3179,906,43.0,32.0,High,3500+,High fe
Bangalore,Sampagni Rama Nagar,8860145b4bfffff,leisure,11400,1678,539,36.0,32.0,High,3500+,High fe
Bangalore,Sri Kanteerava Stadium,8860145b49fffff,leisure,22570,3652,930,42.0,32.0,High,3500+,High fe
Bangalore,Sampagni Rama Nagar,8860145b47fffff,residential,8653,1146,380,41.0,32.0,High,3500+,High fe
Bangalore,ShivajiNagar - Bangalore,8860145b45fffff,residential,20926,2749,951,40.0,32.0,High,3500+,High fe
Bangalore,Majestic,8860145b43fffff,educational,6995,1038,406,36.0,32.0,High,3500+,High fe
Bangalore,Sampagni Rama Nagar,8860145b41fffff,leisure,6429,851,260,36.0,32.0,High,3500+,High fe
Bangalore,Malleshwaram,8860145b3dfffff,educational,4615,541,269,37.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b3bfffff,residential,10651,1860,937,37.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b39fffff,educational,4660,773,407,37.0,32.0,High,3500+,High fe
Bangalore,Metro - Sandal Soap Factory,8860145b37fffff,office,12664,2249,979,38.0,32.0,High,3500+,High fe
Bangalore,Malleshwaram,8860145b35fffff,educational,3570,560,225,32.0,32.0,Less,3500+,Less fe
Bangalore,RTO Rajajinagar,8860145b33fffff,office,7079,910,434,35.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b31fffff,residential,10343,1455,686,42.0,32.0,High,3500+,High fe
Bangalore,R T Nagar,8860145b2dfffff,leisure,4362,778,325,37.0,32.0,High,3500+,High fe
Bangalore,Malleshwaram,8860145b2bfffff,leisure,4560,791,345,39.0,32.0,High,3500+,High fe
Bangalore,R T Nagar,8860145b29fffff,leisure,6750,1131,411,38.0,32.0,High,3500+,High fe
Bangalore,Mathikere,8860145b27fffff,residential,1711,249,102,40.0,32.0,High,451-3500,Less fe
Bangalore,Mathikere,8860145b25fffff,residential,5878,1151,500,35.0,32.0,High,3500+,High fe
Bangalore,Mathikere,8860145b23fffff,educational,2594,434,161,33.0,32.0,High,451-3500,Less fe
Bangalore,Mathikere,8860145b21fffff,leisure,1433,226,83,36.0,32.0,High,451-3500,Less fe
Bangalore,RTO Rajajinagar,8860145b1dfffff,leisure,7992,1409,677,36.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b1bfffff,office,4233,819,393,34.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b19fffff,residential,4993,900,417,34.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b17fffff,residential,5647,1032,517,33.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b15fffff,educational,6772,1192,537,34.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b13fffff,office,4058,821,418,34.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b11fffff,residential,5902,1041,504,38.0,32.0,High,3500+,High fe
Bangalore,Majestic,8860145b0dfffff,leisure,6181,893,355,40.0,32.0,High,3500+,High fe
Bangalore,Majestic,8860145b0bfffff,residential,5136,744,299,32.0,32.0,Less,3500+,High fe
Bangalore,Majestic,8860145b09fffff,leisure,11072,1443,614,38.0,32.0,High,3500+,High fe
Bangalore,Malleshwaram,8860145b07fffff,residential,8765,1353,623,36.0,32.0,High,3500+,High fe
Bangalore,Malleshwaram,8860145b05fffff,leisure,8109,1743,818,35.0,32.0,High,3500+,High fe
Bangalore,RTO Rajajinagar,8860145b03fffff,health_and_personal,5369,933,437,35.0,32.0,High,3500+,High fe
Bangalore,Majestic,8860145b01fffff,leisure,14208,1895,799,41.0,32.0,High,3500+,High fe
Bangalore,Kengeri,8860145aedfffff,educational,417,98,41,32.0,32.0,Less,61-450,Less fe
Bangalore,Kengeri,8860145aebfffff,educational,363,64,23,36.0,32.0,High,61-450,Less fe
Bangalore,Kengeri,8860145ae9fffff,educational,183,34,10,39.0,32.0,High,61-450,Less fe
Bangalore,Nagarbhavi,8860145ae7fffff,educational,1477,313,158,36.0,32.0,High,451-3500,Less fe
Bangalore,Nagarbhavi,8860145ae5fffff,educational,1275,254,124,39.0,32.0,High,451-3500,Less fe
Bangalore,Kengeri,8860145ae3fffff,educational,2082,392,177,32.0,32.0,Less,451-3500,Less fe
Bangalore,Kengeri,8860145ae1fffff,educational,218,29,13,37.0,32.0,High,61-450,Less fe
Bangalore,BGS Kengeri,8860145addfffff,residential,2646,435,198,37.0,32.0,High,451-3500,Less fe
Bangalore,BGS Kengeri,8860145adbfffff,residential,3284,507,194,33.0,32.0,High,451-3500,Less fe
Bangalore,Hemmigepura,8860145ad9fffff,transit_station,6104,1086,455,31.0,32.0,Less,3500+,High fe
Bangalore,BGS Kengeri,8860145ad7fffff,Unknown,383,76,38,34.0,32.0,High,61-450,Less fe
Bangalore,BGS Kengeri,8860145ad5fffff,residential,1635,260,136,31.0,32.0,Less,451-3500,Less fe
Bangalore,BGS Kengeri,8860145ad3fffff,Unknown,283,22,8,25.0,32.0,Less,61-450,Less fe
Bangalore,BGS Kengeri,8860145ad1fffff,residential,3733,606,304,31.0,32.0,Less,3500+,High fe
Bangalore,Gattigere,8860145acdfffff,residential,2169,376,172,34.0,32.0,High,451-3500,Less fe
Bangalore,Hemmigepura,8860145acbfffff,office,3763,586,268,36.0,32.0,High,3500+,High fe
Bangalore,Gattigere,8860145ac9fffff,Unknown,2288,375,158,34.0,32.0,High,451-3500,Less fe
Bangalore,Kengeri,8860145ac7fffff,educational,748,180,80,37.0,32.0,High,451-3500,Less fe
Bangalore,Kengeri,8860145ac5fffff,educational,572,96,40,37.0,32.0,High,451-3500,Less fe
Bangalore,BGS Kengeri,8860145ac3fffff,residential,1364,206,88,33.0,32.0,High,451-3500,Less fe
Bangalore,Kengeri,8860145ac1fffff,educational,3643,610,247,34.0,32.0,High,3500+,High fe
Bangalore,Ullal,8860145abdfffff,Unknown,525,130,45,26.0,32.0,Less,451-3500,Less fe
Bangalore,Bidadi,8860145abbfffff,,90,13,3,23.0,32.0,Less,61-450,Less fe
Bangalore,BGS Kengeri,8860145ab9fffff,Unknown,233,35,11,16.0,32.0,Less,61-450,Less fe
Bangalore,Bidadi,8860145ab7fffff,,12,1,0,12.0,32.0,Less,0-60,Less fe
Bangalore,Ullal,8860145ab5fffff,Unknown,224,50,17,29.0,32.0,Less,61-450,Less fe
Bangalore,Bidadi,8860145ab1fffff,Unknown,207,28,4,19.0,32.0,Less,61-450,Less fe
Bangalore,Nagarbhavi,8860145aadfffff,Unknown,1082,212,98,35.0,32.0,High,451-3500,Less fe
Bangalore,Ullal,8860145aabfffff,transit_station,852,159,79,37.0,32.0,High,451-3500,Less fe
Bangalore,Nagarbhavi,8860145aa9fffff,transit_station,1546,316,147,31.0,32.0,Less,451-3500,Less fe
Bangalore,BEL Layout,8860145aa7fffff,Unknown,892,201,93,37.0,32.0,High,451-3500,Less fe
Bangalore,Nagarbhavi,8860145aa5fffff,Unknown,1618,359,168,37.0,32.0,High,451-3500,Less fe
Bangalore,Ullal,8860145aa3fffff,Unknown,438,70,31,27.0,32.0,Less,61-450,Less fe
Bangalore,Ullal,8860145aa1fffff,Unknown,1398,268,111,32.0,32.0,Less,451-3500,Less fe
Bangalore,BGS Kengeri,8860145a9dfffff,,89,13,7,27.0,32.0,Less,61-450,Less fe
Bangalore,Bidadi,8860145a9bfffff,,34,3,1,0.0,32.0,Less,0-60,Less fe
Bangalore,Bidadi,8860145a99fffff,,55,4,1,23.0,32.0,Less,0-60,Less fe
Bangalore,Bidadi,8860145a95fffff,,219,30,4,19.0,32.0,Less,61-450,Less fe
Bangalore,Bidadi,8860145a93fffff,,14,2,2,40.0,32.0,High,0-60,Less fe
Bangalore,Bidadi,8860145a91fffff,,94,12,3,15.0,32.0,Less,61-450,Less fe
Bangalore,Kengeri,8860145a8dfffff,Unknown,1623,328,142,32.0,32.0,Less,451-3500,Less fe
Bangalore,BGS Kengeri,8860145a8bfffff,residential,482,78,26,31.0,32.0,Less,451-3500,Less fe
Bangalore,BGS Kengeri,8860145a89fffff,residential,1269,272,118,33.0,32.0,High,451-3500,Less fe
Bangalore,BGS Kengeri,8860145a87fffff,Unknown,548,115,58,33.0,32.0,High,451-3500,Less fe
Bangalore,Kengeri,8860145a85fffff,transit_station,1395,300,134,33.0,32.0,High,451-3500,Less fe
Bangalore,BGS Kengeri,8860145a83fffff,residential,659,139,65,24.0,32.0,Less,451-3500,Less fe
Bangalore,BGS Kengeri,8860145a81fffff,leisure,738,146,65,30.0,32.0,Less,451-3500,Less fe
Bangalore,National College,8860145a6dfffff,educational,15406,2745,1100,41.0,32.0,High,3500+,High fe
Bangalore,Banashankri North,8860145a6bfffff,health_and_personal,7063,1372,638,38.0,32.0,High,3500+,High fe
Bangalore,Basavanagudi,8860145a69fffff,educational,11328,1586,740,40.0,32.0,High,3500+,High fe
Bangalore,Mysore Road Circle,8860145a67fffff,leisure,6194,1267,552,36.0,32.0,High,3500+,High fe
Bangalore,Majestic,8860145a65fffff,educational,7655,1051,443,37.0,32.0,High,3500+,High fe
Bangalore,Banashankri North,8860145a63fffff,leisure,4056,777,319,34.0,32.0,High,3500+,High fe
Bangalore,Banashankri North,8860145a61fffff,leisure,6515,1045,423,35.0,32.0,High,3500+,High fe
Bangalore,Kathriguppe,8860145a5dfffff,Unknown,6623,1090,457,33.0,32.0,High,3500+,High fe
Bangalore,Banashankri West,8860145a5bfffff,residential,2013,281,105,36.0,32.0,High,451-3500,Less fe
Bangalore,Banashankri West,8860145a59fffff,leisure,4341,687,292,33.0,32.0,High,3500+,High fe
Bangalore,Kathriguppe,8860145a57fffff,Unknown,1627,323,155,33.0,32.0,High,451-3500,Less fe
Bangalore,Kathriguppe,8860145a55fffff,health_and_personal,6642,1059,430,32.0,32.0,Less,3500+,High fe
Bangalore,Gattigere,8860145a53fffff,Unknown,812,163,69,36.0,32.0,High,451-3500,Less fe
Bangalore,Banashankri West,8860145a51fffff,residential,2835,490,194,33.0,32.0,High,451-3500,Less fe
Bangalore,Banashankri,8860145a4dfffff,office,6851,1193,529,40.0,32.0,High,3500+,High fe
Bangalore,Kathriguppe,8860145a4bfffff,residential,6528,1096,474,35.0,32.0,High,3500+,High fe
Bangalore,Banashankri,8860145a49fffff,health_and_personal,4456,755,349,35.0,32.0,High,3500+,High fe
Bangalore,Banashankri North,8860145a47fffff,residential,7012,1415,632,35.0,32.0,High,3500+,High fe
Bangalore,Basavanagudi,8860145a45fffff,leisure,7640,1522,700,35.0,32.0,High,3500+,High fe
Bangalore,Kathriguppe,8860145a43fffff,leisure,8577,1503,698,37.0,32.0,High,3500+,High fe
Bangalore,Kathriguppe,8860145a41fffff,leisure,7986,1162,559,39.0,32.0,High,3500+,High fe
Bangalore,Vijayanagar,8860145a3dfffff,educational,4150,754,375,35.0,32.0,High,3500+,High fe
Bangalore,Mysore rd,8860145a3bfffff,leisure,2254,480,199,31.0,32.0,Less,451-3500,Less fe
Bangalore,Mysore rd,8860145a39fffff,office,4354,912,332,38.0,32.0,High,3500+,High fe
Bangalore,Vijayanagar,8860145a37fffff,residential,3617,681,349,35.0,32.0,High,3500+,Less fe
Bangalore,Vijayanagar,8860145a35fffff,educational,5017,953,485,39.0,32.0,High,3500+,High fe
Bangalore,Mysore rd,8860145a33fffff,food,3301,642,303,38.0,32.0,High,451-3500,Less fe
Bangalore,Mysore rd,8860145a31fffff,leisure,3990,733,342,39.0,32.0,High,3500+,High fe
Bangalore,Mysore Road Circle,8860145a2dfffff,residential,4119,700,226,34.0,32.0,High,3500+,High fe
Bangalore,Mysore Road Circle,8860145a2bfffff,transit_station,12997,2664,1036,32.0,32.0,Less,3500+,High fe
Bangalore,Mysore Road Circle,8860145a29fffff,Unknown,4388,729,305,32.0,32.0,Less,3500+,High fe
Bangalore,Vijayanagar,8860145a27fffff,leisure,5402,996,472,37.0,32.0,High,3500+,High fe
Bangalore,Mysore Road Circle,8860145a25fffff,health_and_personal,4103,852,338,33.0,32.0,High,3500+,High fe
Bangalore,Vijayanagar,8860145a23fffff,leisure,3674,696,298,37.0,32.0,High,3500+,High fe
Bangalore,Mysore Road Circle,8860145a21fffff,residential,4755,755,318,32.0,32.0,Less,3500+,High fe
Bangalore,Kengeri,8860145a1dfffff,educational,1819,311,127,39.0,32.0,High,451-3500,Less fe
Bangalore,Gattigere,8860145a1bfffff,residential,2552,508,272,38.0,32.0,High,451-3500,Less fe
Bangalore,Gattigere,8860145a19fffff,residential,2097,365,156,32.0,32.0,Less,451-3500,Less fe
Bangalore,Kengeri,8860145a17fffff,educational,1805,276,115,31.0,32.0,Less,451-3500,Less fe
Bangalore,Kengeri,8860145a15fffff,residential,4880,955,380,37.0,32.0,High,3500+,High fe
Bangalore,Kengeri,8860145a13fffff,residential,4900,927,414,36.0,32.0,High,3500+,High fe
Bangalore,Kengeri,8860145a11fffff,residential,4025,794,386,40.0,32.0,High,3500+,High fe
Bangalore,Banashankri North,8860145a0dfffff,health_and_personal,6639,1349,644,36.0,32.0,High,3500+,High fe
Bangalore,Banashankri North,8860145a0bfffff,leisure,5422,1011,454,36.0,32.0,High,3500+,High fe
Bangalore,Banashankri North,8860145a09fffff,leisure,4629,783,362,38.0,32.0,High,3500+,High fe
Bangalore,Mysore rd,8860145a07fffff,residential,4652,1004,456,33.0,32.0,High,3500+,High fe
Bangalore,Mysore rd,8860145a05fffff,Unknown,3992,859,376,31.0,32.0,Less,3500+,High fe
Bangalore,Banashankri North,8860145a03fffff,Unknown,1768,357,147,34.0,32.0,High,451-3500,Less fe
Bangalore,Banashankri North,8860145a01fffff,leisure,4486,790,382,37.0,32.0,High,3500+,High fe
Bangalore,Dasarahalli,88601459edfffff,Unknown,1701,431,188,29.0,32.0,Less,451-3500,Less fe
Bangalore,Nagasandra,88601459ebfffff,household_needs,7913,1398,484,36.0,32.0,High,3500+,High fe
Bangalore,Dasarahalli,88601459e9fffff,Unknown,8075,1653,757,35.0,32.0,High,3500+,High fe
Bangalore,Chikkabanavara,88601459e7fffff,office,2143,416,190,30.0,32.0,Less,451-3500,Less fe
Bangalore,Chikkabanavara,88601459e5fffff,Unknown,1126,226,85,35.0,32.0,High,451-3500,Less fe
Bangalore,Dasarahalli,88601459e3fffff,Unknown,952,181,65,30.0,32.0,Less,451-3500,Less fe
Bangalore,Dasarahalli,88601459e1fffff,office,2791,521,245,33.0,32.0,High,451-3500,Less fe
Bangalore,Peenya 2nd Stage,88601459ddfffff,Unknown,563,109,39,33.0,32.0,High,451-3500,Less fe
Bangalore,Peenya 2nd Stage,88601459dbfffff,Unknown,112,33,14,35.0,32.0,High,61-450,Less fe
Bangalore,Peenya 2nd Stage,88601459d9fffff,Unknown,812,128,50,25.0,32.0,Less,451-3500,Less fe
Bangalore,Nagasandra,88601459d7fffff,Unknown,108,20,8,28.0,32.0,Less,61-450,Less fe
Bangalore,Nagasandra,88601459d5fffff,Unknown,442,104,44,24.0,32.0,Less,61-450,Less fe
Bangalore,Nelamangala,88601459d3fffff,Unknown,133,27,13,33.0,32.0,High,61-450,Less fe
Bangalore,Nagasandra,88601459d1fffff,Unknown,160,32,8,33.0,32.0,High,61-450,Less fe
Bangalore,Peenya,88601459cdfffff,Unknown,1337,276,127,29.0,32.0,Less,451-3500,Less fe
Bangalore,Peenya,88601459cbfffff,Unknown,377,73,38,34.0,32.0,High,61-450,Less fe
Bangalore,Peenya,88601459c9fffff,office,1370,248,101,33.0,32.0,High,451-3500,Less fe
Bangalore,Nagasandra,88601459c7fffff,Unknown,2076,341,167,33.0,32.0,High,451-3500,Less fe
Bangalore,Nagasandra,88601459c5fffff,educational,4901,752,353,36.0,32.0,High,3500+,High fe
Bangalore,Nagasandra,88601459c3fffff,Unknown,1241,239,105,27.0,32.0,Less,451-3500,Less fe
Bangalore,Peenya,88601459c1fffff,Unknown,2092,313,125,32.0,32.0,Less,451-3500,Less fe
Bangalore,Chikkabanavara,88601459bdfffff,,171,31,8,27.0,32.0,Less,61-450,Less fe
Bangalore,Nelamangala,88601459bbfffff,,174,27,8,29.0,32.0,Less,61-450,Less fe
Bangalore,Nelamangala,88601459b9fffff,,398,80,22,28.0,32.0,Less,61-450,Less fe
Bangalore,Nelamangala,88601459b7fffff,,96,11,3,24.0,32.0,Less,61-450,Less fe
Bangalore,Nelamangala,88601459b5fffff,,156,16,5,14.0,32.0,Less,61-450,Less fe
Bangalore,Nelamangala,88601459b3fffff,,675,128,33,22.0,32.0,Less,451-3500,Less fe
Bangalore,Nelamangala,88601459b1fffff,,406,70,28,24.0,32.0,Less,61-450,Less fe
Bangalore,Chikkabanavara,88601459adfffff,Unknown,2419,433,182,36.0,32.0,High,451-3500,Less fe
Bangalore,Chikkabanavara,88601459abfffff,,377,78,30,36.0,32.0,High,61-450,Less fe
Bangalore,Chikkabanavara,88601459a9fffff,Unknown,1306,250,109,33.0,32.0,High,451-3500,Less fe
Bangalore,Chikkabanavara,88601459a7fffff,,189,37,20,24.0,32.0,Less,61-450,Less fe
Bangalore,Chikkabanavara,88601459a5fffff,educational,829,182,75,33.0,32.0,High,451-3500,Less fe
Bangalore,Chikkabanavara,88601459a3fffff,,245,41,12,18.0,32.0,Less,61-450,Less fe
Bangalore,Chikkabanavara,88601459a1fffff,educational,846,176,75,27.0,32.0,Less,451-3500,Less fe
Bangalore,Nelamangala,886014599dfffff,Unknown,45,6,2,40.0,32.0,High,0-60,Less fe
Bangalore,Nelamangala,886014599bfffff,,101,22,7,28.0,32.0,Less,61-450,Less fe
Bangalore,Nelamangala,8860145999fffff,,35,8,1,20.0,32.0,Less,0-60,Less fe
Bangalore,Nelamangala,8860145997fffff,,116,17,4,24.0,32.0,Less,61-450,Less fe
Bangalore,Nelamangala,8860145995fffff,,29,1,0,9.0,32.0,Less,0-60,Less fe
Bangalore,Nelamangala,8860145993fffff,,12,1,0,20.0,32.0,Less,0-60,Less fe
Bangalore,Nelamangala,8860145991fffff,,38,2,1,12.0,32.0,Less,0-60,Less fe
Bangalore,Nagasandra,886014598dfffff,Unknown,646,121,51,34.0,32.0,High,451-3500,Less fe
Bangalore,Nagasandra,886014598bfffff,Unknown,270,65,28,27.0,32.0,Less,61-450,Less fe
Bangalore,Nagasandra,8860145989fffff,Unknown,733,171,66,26.0,32.0,Less,451-3500,Less fe
Bangalore,Nagasandra,8860145987fffff,Unknown,526,87,16,30.0,32.0,Less,451-3500,Less fe
Bangalore,Dasarahalli,8860145985fffff,Unknown,3946,671,241,40.0,32.0,High,3500+,High fe
Bangalore,Nagasandra,8860145983fffff,Unknown,90,21,8,16.0,32.0,Less,61-450,Less fe
Bangalore,Nagasandra,8860145981fffff,Unknown,603,130,44,27.0,32.0,Less,451-3500,Less fe
Bangalore,Jalahalli,886014596dfffff,residential,4056,822,370,36.0,32.0,High,3500+,High fe
Bangalore,Mathikere,886014596bfffff,Unknown,1558,262,115,37.0,32.0,High,451-3500,Less fe
Bangalore,Mathikere,8860145969fffff,residential,5183,957,390,34.0,32.0,High,3500+,High fe
Bangalore,Vidyaranyapura,8860145967fffff,Unknown,1747,324,132,29.0,32.0,Less,451-3500,Less fe
Bangalore,Vidyaranyapura,8860145965fffff,residential,2052,399,168,31.0,32.0,Less,451-3500,Less fe
Bangalore,Jalahalli,8860145963fffff,residential,602,89,41,31.0,32.0,Less,451-3500,Less fe
Bangalore,Jalahalli,8860145961fffff,Unknown,1659,336,141,36.0,32.0,High,451-3500,Less fe
Bangalore,Metro - Yeshwantpur,886014595dfffff,office,20954,2995,1140,30.0,32.0,Less,3500+,High fe
Bangalore,Yeshwanthpur,886014595bfffff,leisure,2514,472,223,34.0,32.0,High,451-3500,Less fe
Bangalore,Yeshwanthpur,8860145959fffff,office,2799,517,234,35.0,32.0,High,451-3500,Less fe
Bangalore,Yeshwanthpur,8860145957fffff,office,7538,1511,593,36.0,32.0,High,3500+,High fe
Bangalore,Yeshwanthpur,8860145955fffff,office,2669,392,141,34.0,32.0,High,451-3500,Less fe
Bangalore,Yeshwanthpur,8860145953fffff,office,3060,501,220,25.0,32.0,Less,451-3500,Less fe
Bangalore,Yeshwanthpur,8860145951fffff,office,3075,550,250,30.0,32.0,Less,451-3500,Less fe
Bangalore,Ramaiah College,886014594dfffff,residential,11967,1977,884,42.0,32.0,High,3500+,High fe
Bangalore,Yeshwanthpur - Mathikere,886014594bfffff,leisure,11222,2212,1056,31.0,32.0,Less,3500+,High fe
Bangalore,Mathikere,8860145949fffff,educational,1521,242,99,32.0,32.0,Less,451-3500,Less fe
Bangalore,Mathikere,8860145947fffff,residential,4892,923,408,34.0,32.0,High,3500+,High fe
Bangalore,Ramaiah College,8860145945fffff,residential,6909,1453,745,39.0,32.0,High,3500+,High fe
Bangalore,Mathikere Lake,8860145943fffff,leisure,4090,821,385,32.0,32.0,Less,3500+,High fe
Bangalore,Ramaiah College,8860145941fffff,educational,10946,2133,1032,38.0,32.0,High,3500+,High fe
Bangalore,Vidyaranyapura,886014593dfffff,Unknown,456,43,11,34.0,32.0,High,451-3500,Less fe
Bangalore,Dasarahalli,886014593bfffff,Unknown,193,29,10,23.0,32.0,Less,61-450,Less fe
Bangalore,Jalahalli,8860145939fffff,residential,1091,176,62,32.0,32.0,Less,451-3500,Less fe
Bangalore,Chikkabanavara,8860145937fffff,Unknown,936,209,78,31.0,32.0,Less,451-3500,Less fe
Bangalore,Vidyaranyapura,8860145935fffff,residential,1135,199,81,32.0,32.0,Less,451-3500,Less fe
Bangalore,Chikkabanavara,8860145933fffff,residential,759,162,80,34.0,32.0,High,451-3500,Less fe
Bangalore,Vidyaranyapura,8860145931fffff,Unknown,859,186,75,32.0,32.0,Less,451-3500,Less fe
Bangalore,Vidyaranyapura,886014592dfffff,health_and_personal,2567,521,256,33.0,32.0,High,451-3500,Less fe
Bangalore,Vidyaranyapura,886014592bfffff,Unknown,887,187,69,38.0,32.0,High,451-3500,Less fe
Bangalore,Vidyaranyapura,8860145929fffff,Unknown,2655,427,187,32.0,32.0,Less,451-3500,Less fe
Bangalore,Vidyaranyapura,8860145927fffff,Unknown,300,47,14,31.0,32.0,Less,61-450,Less fe
Bangalore,Vidyaranyapura,8860145925fffff,leisure,1090,205,110,36.0,32.0,High,451-3500,Less fe
Bangalore,Vidyaranyapura,8860145923fffff,residential,433,54,18,28.0,32.0,Less,61-450,Less fe
Bangalore,Vidyaranyapura,8860145921fffff,Unknown,292,49,23,35.0,32.0,High,61-450,Less fe
Bangalore,Peenya,886014591dfffff,residential,2523,483,225,41.0,32.0,High,451-3500,Less fe
Bangalore,Peenya,886014591bfffff,office,1828,305,127,30.0,32.0,Less,451-3500,Less fe
Bangalore,Peenya,8860145919fffff,office,1548,260,113,32.0,32.0,Less,451-3500,Less fe
Bangalore,Dasarahalli,8860145917fffff,residential,2954,601,284,33.0,32.0,High,451-3500,Less fe
Bangalore,Dasarahalli,8860145915fffff,residential,575,100,40,35.0,32.0,High,451-3500,Less fe
Bangalore,Peenya,8860145913fffff,Unknown,7891,1593,697,32.0,32.0,Less,3500+,High fe
Bangalore,Peenya,8860145911fffff,Unknown,2534,520,217,38.0,32.0,High,451-3500,Less fe
Bangalore,Mathikere,886014590dfffff,residential,3625,652,283,33.0,32.0,High,3500+,Less fe
Bangalore,Yeshwanthpur,886014590bfffff,Unknown,501,58,17,28.0,32.0,Less,451-3500,Less fe
Bangalore,Mathikere,8860145909fffff,leisure,3173,610,245,34.0,32.0,High,451-3500,Less fe
Bangalore,Jalahalli,8860145907fffff,residential,380,74,30,43.0,32.0,High,61-450,Less fe
Bangalore,Jalahalli,8860145905fffff,residential,1201,229,96,31.0,32.0,Less,451-3500,Less fe
